ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
볼링,,경기,이천시,이천라온볼링클럽,기타장애,"매월 둘,넷 토요일 오전 11시","라온볼링클럽은 볼링을 사랑하고 즐기는 장애인 클럽으로 남,녀 장애인과 비장애인이 함께 모이는 어울림 클럽입니다. 매월 2회 토요일 11시에 정모를 하며, 가끔 번개 모임으로 친목과 사회성을 배우고 있습니다. 모임을 통해서 건강한 정신과 육체를 만들고, 이를 통해서 엘리트 체육으로 성장하는 회원분들도 있습니다. 적극적인 활동으로 더 많은 회원이 참여할 수 있는 모범된 클럽으로 발전토록 노력하겠습니다."
볼링,,전남,광양시,월드비시볼링클럽,지체장애,매주 금 오후1시,
볼링,,충남,부여군,사비볼링클럽,시각장애,매주 수 오후 14:00~18:00,.
볼링,,경기,광주시,파워볼링클럽,지체장애,매주 수요일11시~13시,
볼링,,경남,양산시,스투라이크 홀릭~,지적장애,매주 화 오후 4시,즐거운 스투라이크 홀릭 볼링클럽에 오세요~
볼링,,경남,양산시,양산스마일농아볼링클럽,청각장애,매주 토요일 2시간,건전한 스포츠 정신으로 볼링을 즐기며 볼링을 통하여 회원상호간의 친목을 도모
볼링,,경남,남해군,보물섬D.B.C,청각장애,매주 수 오후 2시,
볼링,,충남,태안군,장애인생활체육볼링교실,지적장애,매주금요일오후3시,
볼링,,경기,양평군,은하수,지적장애,"매주 목요일 오전 2시, 오후19시","지적장애뿐만아니라 시각, 청각, 지체 장애인분들이 함께 모여 즐기며 하는 볼링 클럽 모임 입니다."
볼링,,경남,양산시,느티나무 볼링팀,지적장애,매주 화 13:30~14:30,사단법인 양산시장애인부모회 부설 느티나무 볼링팀입니다. 우리 클럽은 발달장애인(지적장애인과 자폐성장애인)으로 구성되어 운영되고 있습니다.
볼링,,서울,노원구,노원구마들볼링,기타장애,"매주 월, 수, 금 오후1시",노원구 장애인들을 위한 볼링 동호회
볼링,,강원,태백시,태백장애인종합복지관 볼링교실,지적장애,매주 수요일 오후 2시,
볼링,,서울,,볼링 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 볼링종목 대회에 참가하기위해 신청하는 클럽입니다.
볼링,,충북,충주시,2021 충주애플볼링클럽,기타장애,매주 금 19:00~20:30,"안녕하세요. 저의 클럽은 지체, 뇌병변, 시각, 지적, 청각 장애인이 함께 어울리며 활동하는 동호회 입니다."
볼링,,경기,고양시덕양구,고양레인보우볼링클럽,기타장애,매주 월 오후 5시~7시,"고양레인보우볼링클럽은 지적장애와 청각장애 청소년들과 어머니들이 함께 볼링을 통해 소통하고 여가활동과 취미생활을 즐겁게 하고 있는 8년차 볼링클럽입니다,"
볼링,,광주,광산구,빛고을광청,청각장애,매주 토요일 19:00~21:00,광주광역시 청각장애인 볼링클럽
볼링,,서울,성북구,성북 행복플러스볼링 클럽,뇌병변장애,매주 수 오후1시,"체육활동을 통한 대인관계 영역 확대 및 평생 체육으로서 건강한 삶 향상, 건전한 여가생활 제공 및 지속적인 체육활동을 통한 운동능력 향상 도모하는 동호회 입니다"
볼링,,경남,,볼링 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 볼링종목 대회에 참가하기위해 신청하는 클럽입니다.
볼링,,서울,금천구,클로버데프볼링클럽,청각장애,격주 목 오후8시,클로버데프볼링클럽은 청각장애인 볼링동호회입니다.
볼링,,충북,제천시,2021 드래곤이어볼링클럽,청각장애,매주 수요일 14:00~16:00,충북 제천시 청각장애인으로 구성된 볼링을 즐기는 클럽입니다.
볼링,,서울,강서구,강서마스터볼링클럽,지체장애,매주 일 오후 2시,"장애인, 비장애인 누구나 볼링에 관심 있으신 분을 환영합니다."
볼링,,충북,영동군,2021 희망영동볼링동호회,지체장애,매주 목 14:00~16:00,많은 참여 부탁드립니다.
볼링,,전남,여수시,한울타리동호회,지체장애,"매주 화,목 오후2시",여수시장애인볼링협회 회장이 운영중인 장애인볼링 동호회입니다.
볼링,,전남,여수시,핑클여성동호회,지체장애,"매주 화,목 오후2시",여수시장애인볼링협회에서 운영중입니다.
볼링,,서울,강동구,강동농인볼링클럽,청각장애,격주 화 오후 2시,
볼링,,충북,청주시,2021 신바람 시각볼링 클럽,시각장애,매주 화 13:30~17:00,안녕하세요 저회는 청주에서 활동하는 시각장애인 볼링 클럽입리다
사격,,충남,천안시,챔피언사격클럽,지체장애,매주  목요일 오후4시,저의 챔피언사격클럽은 장애인과 비장애인이 같이 어울려 사격도 배우고 재미있게 만남도 이어가는 클럽입니다.
사격,,광주,광산구,첨단사격클럽,지체장애,매 주 화요일 10:00~12:00,첨단사격클럽입니다.
사격,,경남,,사격 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 사격종목 대회에 참가하기위해 신청하는 클럽입니다.
사격,,충북,진천군,2021 진천군장애인사격클럽,기타장애,매주 토 오전10시~12시,
사격,,전북,임실군,전라북도장애인사격클럽,지체장애,평일.주말 오후,전라북도의 장애인사격의 발전을 위한 시작
사격,,경남,창원시성산구,창원시장애인사격연맹장우회,기타장애,"매주 화,금 오후2시",
사격,,경남,통영시,한우리 사격동아리,지체장애,매주 수요일 14시,한우리 사격동아리는 매주 수요일 14시에 활동하며 매 달 동아리원들이 참여하는 사격대회를 개최합니다.  평소 접하기 어려웠던 사격을 사격 코치님과 함께 배워보고 활동합니다.
수영,,경기,,수영 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 수영종목 대회에 참가하기위해 신청하는 클럽입니다.
수영,,강원,춘천시,개인,지적장애,"매주 월, 수, 금 오후 3시",
수영,,대구,달서구,재미나는 수영클럽,기타장애,"화,목 오후 2시","? 대구시 거주 여성 장애인들에게 배드민턴 보급을 통한 여성장애인체육의       활성화를 도모하고 여성장애인에게 맞는 생활체육을 보급한다.    ? 장애와 여성이라는 이중적인 고통을 안고 있는 많은 여성 장애인들에게       생활 체육을 통하여 건강행위 실천에 필요한 개인적, 집단적 능력을       향상시키고 실생활에서 최적의 건강상태가 유지되는 질적인 삶을 영위      할 수 있도록 한다."
수영,,울산,남구,달팽이수영동호회,지체장애,"매주 화,목 오후 8시",
수영,,울산,,수영 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 수영종목 대회에 참가하기위해 신청하는 클럽입니다.
수영,,충남,홍성군,2021 홍성군 아쿠아짐 생활체육교실,지적장애,매주 목 19:00~21:00,
수영,,강원,원주시,원주드림수영돌핀클럽,지체장애,매주 화~금 10시,"지체,시각,뇌병변 장애우와 비장애우로 구성된 수영클럽입니다."
수영,,경남,,수영 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 수영종목 대회에 참가하기위해 신청하는 클럽입니다.
수영,,경기,구리시,오리수영모임클럽,지적장애,매주 목 오후 5시,
수영,,제주,,수영 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 수영종목 대회에 참가하기위해 신청하는 클럽입니다.
수영,,경남,양산시,마린보이,지적장애,매주 월 16:00~18:00,
수영,,경기,부천시,부천시 장애인 수영클럽,지체장애,"매주 화,목 오후3시~5시","저희 수영클럽은 장애인들이 함께 어울려 운동하며 건강도 챙기고,   대회도 함께 나갈수 있는 수영에 관심있는 장애인들이 함께 어울려   운동하는 클럽입니다"
수영,,서울,노원구,노원수영사랑클럽,기타장애,"매주 월, 수, 금요일 오후3시~5시까지","장애인과 비장애인의 어울림으로 함께 수영 운동하며, 장애인과 비장애인의 어울림으로 배우고, 즐기며, 실력향상으로 장애에 대한 사회인식 개선으로, 사회통합에 기여하는 수영동호회 입니다."
수영,,서울,양천구,파워양천,지체장애,매주 화.목.토19:00,지체.지적.시각 등 모든 성인 장애인들로 구성되어 매주 화.목.토 19:00 양천구민체육센터에서 레인 3개에서 수영을 합니다.
수영,,대전,,수영 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 수영종목 대회에 참가하기위해 신청하는 클럽입니다.
수영,,광주,서구,한마음,지체장애,매주 월.수. 금 14시-16시,수영을 배우고 같이 활동하고자 하신분 모두 환영합니다.
수영,,광주,서구,수영사랑,지적장애,매주 화. 목. 금 15시-17시,수영을 배우고 같이 어울려 활동하고자 하신 초보자 모두 환영합니다.
수영,,서울,강북구,강북장애인수영동호회,지체장애,매주 목 오후18시,우리 동호회는 서울시 강북구에 소재하고 있으며 장애인의 재활 및 건강증진을 위하여 활동하고 있습니다.
슐런,,제주,,슐런 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 슐런종목 대회에 참가하기위해 신청하는 클럽입니다.
슐런,,부산,,슐런 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 슐런종목 대회에 참가하기위해 신청하는 클럽입니다.
슐런,,충남,태안군,2021년 장애인생활체육 슐런 교실,기타장애,매주 목 오후 13시 30분,
슐런,,경남,통영시,청각ㆍ언어 어르신 슐런동호회,청각장애,매주 토요일 오전10시,청각ㆍ언어 장애를 가진 어르신들의 친목도모 및 긍정적이고 적극적인 여가활동을 통해 우울증 해소와 생활의 활력소  제공을 목적으로 한다.
슐런,,충북,청주시청원구,2021 청원슐런동호회,지적장애,매주 월 오후2시~4시,충북청주 내수의 장애인과 비장애인이 슐론을 배우며 즐기는 어울림  동호회입니다.
슐런,,경기,하남시,하남데프생활체육클럽,청각장애,매주 화 오후 1시,"하남 지역 청각*언어장애인의 1인 1생활체육 독려를 위한 [하남데프생활체육클럽]은 누구나 쉽게 참여할 수 있는 슐런을 통해 인지력을 향상시키고, 몸을 움직여 건강한 생활을 유지하고자 합니다."
슐런,,경남,김해시,김해장애인슐런클럽,지체장애,매주 토 오후 1시,"김해 장애인 슐런 클럽  장애인, 비장애인과 어울리는 슐런 클럽"
슐런,,서울,강서구,강서슐런동호회,지체장애,매주 수 오후 15시,
슐런,,충남,공주시,2021년 신바람 슐런 동호회,청각장애,매주 화 오후 2시,
슐런,,경남,밀양시,밀농슐런클럽,청각장애,매주 수요일 오전 10시,
슐런,,경남,창원시,마산농아인슐런클럽,청각장애,매주 월~금 오후 2시,
슐런,,서울,노원구,서울 시각장애인 슐런 동호회(서울시각스포츠연맹),시각장애,매주 목요일 오후 3시,노원구 시각장애인 슐런 동호회입니다.  많은 분들의 참여 부탁드립니다~^^
슐런,,경기,부천시,부천슐런클럽,지체장애,"매주 월, 오전 11시",부천시 장애인 및 비장애인과 함께하는 슐런클럽입니다.
슐런,,충북,충주시,2021 장애인생활체육 한마음 슐런 클럽,지체장애,매주 월 13:00~16:00,2021 장애인생활체육 한마음 슐런 클럽 많은 참여와 관심 부탁드립니다.
슐런,,충남,예산군,장애인슐런클럽,청각장애,매주 금 오후2시,매주 금요일 오후 2시부터 진행되는 장애인슐런클럽입니다.
슐런,,경남,거제시,거제DEAF슐런클럽,청각장애,"매주 화,금 오전10시",안녕하세요~~
슐런,,경남,창원시성산구,경남장애인슐런동호회,지체장애,매주 토요일 1시,경남 최강 슐런동호회 경남장애인슐런동호회입니다.
슐런,,경남,하동군,Deaf푸쉬,청각장애,매주 화요일1~3시,
슐런,,경남,,슐런 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 슐런종목 대회에 참가하기위해 신청하는 클럽입니다.
슐런,,충남,서산시,슐런생활연구소,지적장애,"매주 월,화,목,금 오후1시",
슐런,,부산,연제구,부산데프슐런클럽,청각장애,매주 월 수 오후 1시,청각장애인들의 휴게공간입니다
슐런,,경기,,슐런 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 슐런종목 대회에 참가하기위해 신청하는 클럽입니다.
승마,,전남,여수시,여수시장애인승마클럽,지적장애,"매주 목, 오전 10시","승마활동을 통하여 신체적, 정신적 장애을 극복하고 사회적응과 화합의 장을 마련하고자 함"
승마,,전남,나주시,나주시장애인승마클럽,지적장애,"매주 월,금 오후 2시",나주시장애인승마클럽입니다.
양궁,,전남,보성군,보성양궁클럽,지체장애,"매주 월, 수 10시~11시",보성군장애인복지관 양궁회원들이 운영하는 지역 내 양궁을 사랑하는 장애인과 비장애인이 함께 어울려 참여하는 양궁 동호인클럽입니다.
양궁,,경기,부천시,부천시장애인양궁클럽,기타장애,"매주 월,화,수","저희 장애인양궁클럽은 비장애인과 장애인 배례계층 아이들이 양궁훈련을 하고 있습니다. 초,중,고 학생들이 양궁이라는 훈련을 통해 아이들이 성장발달이 좋아지고 있습니다."
양궁,,전남,담양군,혜림양궁클럽,지체장애,"매주 화, 13:30~15:30",담양군에 있는 양궁클럽입니다.
양궁,,전남,고흥군,고흥군장애인양궁클럽,지체장애,매주 목 오전 11시,고흥지역에서 활동하는 장애인 양궁클럽입니다..
양궁,,전남,광양시,광양시장애인양궁클럽,지체장애,"매주 월,목 오후2시",광양시장애인양궁클럽
역도,,충남,태안군,장애학생 생활체육 역도교실,지적장애,매주 수 16시30분,
역도,,충남,태안군,장애인 생활체육 역도교실,지적장애,"매주 월,목14시",
역도,,광주,북구,광주장애인빛고을역도클럽,지체장애,"매주 월,수 오후 3시","광주장애인빛고을역도클럽은 장애인의 사회활동참여와 친목도모 및 건전한 여가활동, 신체단련을 목적으로 주 2회 활동을 합니다."
역도,헬스,부산,해운대구,두빛나래역도동호회,지체장애,"매주월오후7시,토오후2시",장애인 장애일뿐 입니다. 저희동호회는 역도와헬스를 기반으로 장애인이 헬스클럽에 가지 않고도  기본적인 스트레칭과 웨이트트레이닝을 배울 수 있으며 근력운동을 통하여 힘든 몸과 마음에 생활의 활력과 &apos; 사회생활에서 자신감과 할 수 있다는 성취감을 동시에 얻을 수 있으리라 확신합니다. 전국대회와 어울림대회등에 출전함으로 성취감또한 즐길 수있는 생활체육스포츠입니다.
역도,,충남,보령시,정심역도클럽,지적장애,매주금 15시30분,안녕하세요 지적장애인을 대상으로 역도를 진행하고 있는 정심역도클럽입니다.
역도,,부산,,역도 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 역도종목 대회에 참가하기위해 신청하는 클럽입니다.
역도,,충남,천안시,파워웨이트트레이닝클럽,지체장애,"매주 화, 목",
육상,,충남,태안군,장애인 생활체육 육상교실,지적장애,"매주 월,금 16시30분",
육상,,서울,동작구,동작 한국시각장애인마라톤,시각장애,매주 토 9시~11시,
육상,,충남,당진시,당진장애인육상클럽,지적장애,매주화18:00~19:30,
조정,,충남,홍성군,댕겨봐U 혼합유형 조정교실,지적장애,매주 수 15:20~16:20 / 목 09:30~11:,"&lt;2021년 댕겨봐U 혼합유형 조정교실&gt; - 대  상: 전 장애 - 일  정: 2021. 3 ~ 10. / 매주 수 15:20~16:20 , 목 09:30~11:30 - 활동내용: 교실 활동을 통한 체력 향상 및 경기 능력 향상"
조정,,충남,태안군,장애인생활체육조정교실,지적장애,"매주 월,수,금 오후 4시",
축구,,충남,금산군,금산군어울림풋살교실,지체장애,매주 토 오전7시30분,
축구,,울산,남구,울산드래곤풋살FC,청각장애,매주 일요일 16시,
축구,,경기,남양주시,남양주FC,지적장애,"매주 토/일 09~11,15~17",남양주시! 축구클럽 남양주FC입니다.
축구,,부산,동래구,부산Dynamic F.C,지적장애,매주 토/일 오후4시,지적장애인분들로 구성되어 있으며 활동 중 운동에 대한 기량이 높을 경우  부산광역시 지적장애인축구팀 대표로 활동 할 수 있도록 연계하여 드립니다.
축구,,충남,당진시,블루드래곤축구클럽,지적장애,매주 토 오후1시,
축구,,경남,고성군,고성희망새축구단,지적장애,"매주 화,  오후 2시",지적장애인시설 이용자들로 구성된 회원들의 친목도모와 스포츠활동을 통한 건강한 체력유지와 삶의 기쁨을 누리고자 만들어진 축구클럽
축구,,경기,성남시,성남시장애인축구클럽,지적장애,매주 토 12시,성남시장애인축구클럽은 성남시장애인들을 위하여 축구를 통한 건강한 에너지를 발산하고 여가생활을 영휘하기 위하여 설립된 비영리축구클럽입니다.
축구,,대전,유성구,F.C 이삭 발롱도르 축구 교실,지적장애,"매주 화, 금 오후 1시",대전 장애인 체육회 생활체육 사업을 통해 이삭주간보호센터 이용인 15명이 한 팀이 되어 &apos;F.C 이삭 발롱도르 축구 교실&apos;을 창단 하였습니다. 사업 기간 동안 열심히 훈련하여 포기하지 않고 열심히 하면 누구든 다 이뤄낼 수 있다는 희망을 보여드리겠습니다.
축구,,충남,천안시,FC썬더 농아인축구클럽,청각장애,매주 토 오후 6시~8시,천안시 거주 청각언어장애인(농인)을 대상으로 운영하는 축구클럽
축구,,강원,태백시,You star 풋살 동호회,기타장애,매주 금 14:00~16:00,
축구,,부산,북구,북구FC전동축구클럽,뇌병변장애,매주 화목 오후 12시 부터 17시,부산 북구FC전동 축구 클럽
축구,,대전,서구,한마음BFC,시각장애,"매주 월, 금 오후2시~4시","한마음BFC 시각장애인 축구팀으로 운영되고있으며, 비장애인과 친선경기를 통해 장애인식개선을 하고자 한다."
축구,,대구,달서구,2021 나누리 풋살클럽,지적장애,수 14시-15시30분,"풋살을 배우며 기초체력을 증진하고, 풋살의 경기규칙을 익힘."
축구,,충남,천안시,천안시 지역형 공공스포츠클럽,지체장애,"매주 화, 토",
축구,,경남,남해군,화전FC,지적장애,매주 토 오전 9,남해군 대표 여성장애인 축구단
축구,,서울,송파구,서울시농아인축구협회(서울셀로나축구단),청각장애,매주 일요일 오후2시~5시,서울시농아인축구협회(서울셀로나축구단)
축구,,경남,창녕군,창녕슈퍼스타,기타장애,매주 금 10시,
축구,,경남,남해군,보물섬FC,지적장애,매주 토 오전 9,
축구,,서울,송파구,프라미스랜드(송파시각축구클럽),시각장애,격주 토 13시~17시,시각장애인축구 B1 프라미스랜드 축구동호회 입니다.  2018~2019 전국장애인체육대회에서 서울팀으로 출전하여 2년 연속 금메달을 획득하였습니다.  생활체육 및 축구에 관심있는 시각장애인 회원들께서는 연락바랍니다.
축구,,경남,양산시,양산이글스축구클럽,청각장애,매주토요일 2시간,건전한 스포츠 정신으로 축구을 즐기며 축구을 통하여 회원상호간의 친목을 도모
축구,,경남,창원시,창원농아FC클럽,청각장애,매주 토 오후 7시,
축구,풋살,경기,성남시중원구,성남시장애인풋살클럽,지적장애,매주 토요일 12:00~14:00,성남시 관내 거주하는 지적장애인이 주축인 풋살클럽으로 신체활동 및 건강을 위해 매주 토요일 모여서 운동을 하고 있는 클럽입니다.
축구,풋살,대전,유성구,아담FC,지적장애,"매주 수, 금 오전 10시",대전 중증장애인 거주시설 아담에서 운영하는 풋살클럽입니다.
축구,,전남,신안군,힘차게발로차클럽,지적장애,"매주 토, 15:00~16:00",신안군 압해읍 지적장애인축구클럽 입니다
축구,,울산,남구,울산돌고래축구동호회,시각장애,매주 일요일 13시,
컬링,,부산,,컬링 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 컬링종목 대회에 참가하기위해 신청하는 클럽입니다.
컬링,,부산,금정구,부산해머휠체어컬릴클럽,기타장애,연간 3회(1회5일)이상 전지훈련,"우리클럽은 연 3회(1회5일)이상 전지훈련(이천,강릉,의성,의정부등등)을 계획하고 실천하고 있습니다 관심있는 부산,경남 다른 타 도시 동호인여러분들의 가입을 환영합니다"
컬링,,부산,북구,부산데프컬링클럽,청각장애,"매주 수,금 오후22시~24시",
컬링,,서울,마포구,마포지회 뉴에이지컬링클럽,지체장애,"매주 금 ,오후2시",생활체육을 통해 장애인들의 건강 증진 향상과 동료간의 유대관계를 형성하며  문화여가 생활로 삶의 질을  높여가고자  활동을 합니다.
탁구,,충남,천안시,능수버들 시각탁구,시각장애,매주 금 오전 9시,천안시각장애인 탁구 클럽 능수버들
탁구,,경남,양산시,양산시퐁돌이탁구동아리,지체장애,"매주 화, 목",재활의 한 과정으로 심신을 단련하여 몸과 마음의 건강을 체육활동을 통하여 사회참여와 자립생활을 목적으로 어우러져 활동하는 동아리 입니다.
탁구,,전남,목포시,목포장애인탁구클럽,지체장애,매주 화 오후 1시~4시,"장애인, 비장애인 모여 열심히 탁구칩시다!!"
탁구,,경남,창녕군,내담탁구동호회,지체장애,"매주 수,금 10시",
탁구,,광주,동구,행복탁구동아리,지적장애,"매주 수,금 오후1시~3시",
탁구,,서울,광진구,광진구 정립탁구클럽,지체장애,매주 월~토,지체장애인 탁구클럽입니다
탁구,,광주,북구,빛고을장애인탁구회,지체장애,매주6일(월화수목금토)09시-18시,"장애인복지관 체육관에위치한 클럽으로 휠체어장애인.편마비장애인들이 다수참여하여 일주일내내 열심히 재활운 동을합니다,다수의 국가대표선수도선발되어 실력도있고 화기애애한 분위기에 즐겁게취미생활로 즐탁합니다"
탁구,,서울,광진구,광진구 휠탁구클럽,지체장애,월~토,장애인탁구럽입니다
탁구,,경남,창원시마산합포구,미생탁구동호회,지체장애,"화,목 호후 2시~5시",
탁구,,경기,,탁구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 탁구종목 대회에 참가하기위해 신청하는 클럽입니다.
탁구,,전남,여수시,다바다탁구클럽,지체장애,매주 월 오전10시,
탁구,,대구,수성구,대구장애인종합복지관탁구클럽,지체장애,"매주/월,화,수,목,금 오후1시-오후5시",지역 장애인 비장애인이 함께어울려 재활운동 및 침목도모.
탁구,,경남,창원시진해구,씽씽탁구동호회,지적장애,매주 수요일 4시~6시,진해장애인복지관에서 탁구를 즐기는 씽씽탁구동호회입니다.
탁구,,경기,용인시처인구,파워핑퐁,지체장애,매주 토 오전10시,
탁구,,충북,제천시,2021 제천드림데프농아인탁구클럽,청각장애,매주 일 13:00~15:00,농아인의 건강한 심신단련을 목적으로 하는 생활체육 탁구클럽입니다.
탁구,,경기,포천시,챌린지핑퐁클럽,지적장애,"매주 수, 금 9시30분",
탁구,,경기,김포시,김포통진참소리탁구클럽,기타장애,매일 오후2시,"당 클럽은 지역 동호회원들과 장애인 회원들이 함께 어울려 운동하고 있으며,  장애인 전문선수 중에는 2017년도 청각장애인 올림픽에 출전한 선수와 전국 랭킹 상위에 있는 선수들도 있습니다. 지역의 장애인들과 통진중,고등학교 특수반 학생들과도 연계하여 장애인선수를 발굴,육성하고 있습니다."
탁구,,경남,양산시,꿈이룸,지적장애,매주  월수 오후4-6시,저희클럽은  협동심도좋고  매대회에매달도휩쓸어오고 국가대표로 대회도 다녀온친구도 있으며 매일 서로도우며 열심히운동하고 사회성을 키우며 자존감도 생겨 너무 밝은친구입니다
탁구,,충북,영동군,2021 탁구동호회,지체장애,매주 월 13:00~15:00,많은 참여 부탁드립니다.
탁구,생활체조,대구,달서구,대구보훈스포츠탁구클럽,지체장애,"매주 월,화,수 14:00",대구시 중증장애인들과 비장애인들의 혼합 어울림생활탁구클럽으로써 생활체육을 통한  전문체육선수를 양성하여 장차 패럴림픽등에 출전하여 국위선양을 할수있도록 장애인탁구의 기초를 제공하는 어울림탁구클럽임
탁구,,부산,수영구,부산데프탁구클럽,청각장애,"매주 화,목 오전10시","수어를 제1언어로 사용하고있는 청각언어장애를 가지고 있는 남자, 여자로 구성된 탁구 클럽입니다."
탁구,,경기,의정부시,탁구사랑클럽,기타장애,매주 월 13:00~16:00,
탁구,,전남,순천시,순천휠체어탁구클럽,지체장애,매주 금 오전 10시,순천 휠체어탁구클럽
탁구,,강원,원주시,원주드림탁구클럽,지체장애,화~토 09:00~18:00,원주드림탁구클럽은 장애인의 재활을 목적으로 탁구의 기초동작과 단계별 동작 교육과 스포츠를 통한 자신감 향상의 기회제공을 위해 운영되고 있다.
탁구,,울산,울주군,울주군복탁모동호인클럽,지체장애,"월-금,09:00~15:00, 토 09:00~13:00",
탁구,,경남,거창군,탁동이 클럽,지체장애,"매주 월,목 저녁7시",거창군 대표 장애인탁구 동호회로 탁구를 좋아하는 장애인 누구나 함께 할 수있고 특히 탁구라는 스포츠를 통해 사회활동과 신체활동에 많은 도움을 주고 있다.
탁구,,경기,이천시,이천시장애인탁구동아리,기타장애,매주 목요일 오후 1시,"이천시장애인탁구동아리는 장애인 및 비장애인의 만남과 소통의 장을 마련하여 꾸준히 회원들의 개인 건강을 유지하면서, 늘 긍정의 마음을 갖고 적극적인 생활을 할 수 있는 계기를 마련해준다."
탁구,,충남,홍성군,HSTC 탁구클럽,지체장애,"매주 화, 금 오후 1시",
탁구,,서울,용산구,용산구 올리브 탁구클럽,지적장애,매주 토요일 오후 2시,발달장애 당사자와 형제자매등이 참여하는 탁구 특수체육프로그램입니다.
탁구,,충남,아산시,2021년 아장복 탁구 스포츠클럽,지체장애,"매주 화,수,목,금 오후 1시~5시",
탁구,,경기,의정부시,천보장애인탁구클럽,기타장애,"매주 화,목 오후1시~4시",
탁구,,경기,수원시팔달구,서호탁구클럽,지체장애,매주 월^ 금 오후5시,
탁구,,충남,당진시,참사랑탁구클럽,지체장애,매주 금 오전10시,"참사랑탁구클럽은 지적,청각,지체 등 다양한 장애유형의 이용자들이 참여하는 클럽입니다."
탁구,,대구,동구,핑퐁재활탁구클럽,지체장애,"매주 수,목 오후1시",재활 및 체력 단련을 할 수 있는 재활 탁구 스포츠 활동을 제공하는 클럽입니다.
탁구,,경기,수원시,수원시장애인종합복지관탁구클럽,지체장애,09~18시까지,
탁구,,경기,부천시,부천스마트탁구동호회,지체장애,월~금요일 오전9시~오후6시,부천시 장애인 어울림 탁구클럽 입니다
탁구,,경기,수원시팔달구,수원시장애인탁구클럽,지체장애,매일,2016년 설립된 클럽입니다 스탠딩 선수로만 구성됨
탁구,,강원,삼척시,삼척시장애인탁구동호회,지체장애,매주 토 오후 2시,
탁구,,세종,,늘푸른 탁구클럽,기타장애,토요일 10시,정신재활시설 늘푸른집에서 함께하는 탁구동호회입니다. 장애 비장애를 구분하지 않고 함께 어울림을 추구합니다. 많은 관심과 참여 부탁드립니다.
탁구,,서울,강서구,강서장애인탁구클럽,지체장애,매주 목.토 10~12,강서구 장애인들의 건강을 위한 탁구 동호인 클럽입니다
탁구,,충남,천안시,두리사랑탁구클럽,지체장애,"매주 월,수,목 오후1시~6시",여러 장애유형이 함께 모여서 신나게 탁구를 하는 장애인탁구클럽입니다.
탁구,,경기,용인시,용인IL탁구동호회,기타장애,"매주 월,금 오후 2시","용인시 지체장애인과 비장애인이 함께하는 탁구 동호회로 매주 월요일은 개인레슨, 금요일은 자율탁구로 운영하며, 인원구성은 10명 내외(장애인 우선)입니다."
탁구,,광주,남구,LPG탁구클럽,지체장애,"매주 화,목,금 오후1시30분~","저희 LPG탁구클럽은 탁구를 통해 장애인과 비장애인의 건강증진과 사회참여활동을 함으로서 전문선수 및 생활체육선수 육성에도 힘을 기울이고 있으며 회원들의 참여도가 높고 운동을 주목적으로 하고 있으며 장애인과 비장애인의 생활체육 참여유도, 생활체육발전 등 장애인들의 생활체육 저변확대함으로서 활동시간은 매주 화,목,금 오후 1시30분 부터 시작되며 장애인/비장애인 누구나 참여 할 수있는 클럽입니다."
탁구,,충남,금산군,2021금산한마음탁구,지체장애,"매주 일, 오후1시",
탁구,,대구,달서구,대구신나는탁구클럽,지체장애,"화,목 (15~17)",대구에 거주하는 장애인 밑 비장애인의 회원으로 열심히 운동을 하고 있는 탁구클럽입니다
탁구,,충남,공주시,핑핑퐁퐁 탁구 동호회,지체장애,매주 수요일 19시,
탁구,,경기,부천시,부천시장애인카리스탁구동호회,지체장애,"매주 월,수,금 11시~16시",부천시장애인카리스탁구동호회는 장애인 탁구선수들이 모여서 생활운동과 재활 치료를 함께 하는 클럽입니다. 그리고 사회적응훈련도 같이 할 수 있다는 장점 있습니다.
탁구,,광주,,탁구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 탁구종목 대회에 참가하기위해 신청하는 클럽입니다.
탁구,,충북,음성군,2021 음성군장애인탁구동호회,지체장애,매주 월 10:00~12:00,"본 회는 탁구를 통하여 회원 상호간의 친목을 도모하고, 신의를 돈독히 하며, 장애인생활체육 저변확대에 기여함을 목적으로 한다."
